,S0-T0,S0-T1,S0-T2,S0-T3,S0-T4,S1-T0,S1-T1,S1-T2,S1-T3,S1-T4
neither,1.0688487169774627E-4,4.7021140234438E-6,3.779805051400195E-5,1.5656605579174117E-4,5.911593103872172E-4,3.244614750667579E-5,1.0162845973641542E-4,1.0328022926243655E-4,1.283145637640894E-4,1.7761894696831102E-5
nelson,2.6069480901889334E-6,4.7021140234438E-6,3.4361864103638136E-6,6.148081703041545E-4,3.9149623204451475E-6,3.244614750667579E-5,5.205360132840791E-5,1.0328022926243655E-4,6.110217322099495E-6,1.7761894696831102E-5
netanyahu,2.6069480901889334E-6,4.7021140234438E-6,2.096073710321926E-4,3.818684287603444E-6,0.0046627201236501695,3.244614750667579E-5,0.0010435507694885585,4.9181061553541216E-6,2.5051891020607927E-4,5.506187356017642E-4
netherland,2.867642899207827E-5,4.7021140234438E-6,3.4361864103638136E-6,3.818684287603444E-6,2.3881270154715395E-4,3.244614750667579E-5,1.0162845973641542E-4,4.9181061553541216E-6,6.110217322099495E-6,1.7761894696831102E-5
network,8.368303369506477E-4,7.100192175400139E-4,7.215991461764009E-5,1.5656605579174117E-4,4.3456081756941133E-4,3.244614750667579E-5,2.0077817655243048E-4,1.0328022926243655E-4,1.8941673698508435E-4,1.7761894696831102E-5
never,5.761355279317543E-4,5.172325425788181E-5,4.8450228386129763E-4,7.675555418082922E-4,0.0013350021512717953,3.244614750667579E-5,0.0014401496367526189,4.47547660137225E-4,4.94927603090059E-4,1.7761894696831102E-5
new,0.0038608901215698103,0.005177027539811624,0.0026149378582868616,0.004089810872023288,0.0038014284131522376,3.244614750667579E-5,0.006372848048349368,0.005316472753937805,0.0021446862800569228,0.0030372839931581187
newli,5.4745909893967604E-5,5.172325425788181E-5,3.4361864103638136E-6,4.2005527163637885E-5,1.9966307834270249E-4,3.244614750667579E-5,1.5120331814442295E-4,4.9181061553541216E-6,6.110217322099495E-6,1.7761894696831102E-5
newmyer,2.6069480901889334E-6,4.7021140234438E-6,3.12692963343107E-4,3.818684287603444E-6,3.9149623204451475E-6,3.244614750667579E-5,2.4787429204003767E-6,1.0328022926243655E-4,6.110217322099495E-6,1.7761894696831102E-5
news,3.1544071891286094E-4,0.002355759125745344,7.593971966904028E-4,0.001111237127692602,3.5626157116050834E-4,0.0019792149979072234,0.0011179130571005698,0.001627893137422214,0.0011670515085210036,1.7761894696831102E-5
newspap,1.0688487169774627E-4,9.874439449231981E-5,3.4361864103638136E-6,8.019237003967232E-5,5.520096871827657E-4,0.0019792149979072234,1.5120331814442295E-4,3.000044754766014E-4,1.8941673698508435E-4,1.7761894696831102E-5
next,0.0013060809931846557,6.159769370711379E-4,0.0031990895480487097,0.001798600299461222,8.652066728183776E-4,3.244614750667579E-5,0.0012666376323245924,0.0013819878296545082,4.94927603090059E-4,1.7761894696831102E-5
ngo,3.9364916161852893E-4,4.7021140234438E-6,1.0652177872127821E-4,3.818684287603444E-6,8.221420872934809E-5,3.244614750667579E-5,2.7266172124404146E-5,4.9181061553541216E-6,6.110217322099495E-6,1.7761894696831102E-5
nice,5.239965661279756E-5,4.7491351636782385E-5,2.408766673665033E-4,2.676897685610014E-4,3.914962320445147E-7,3.2446147506675794E-6,2.4787429204003767E-7,4.918106155354121E-7,6.110217322099495E-7,1.7761894696831101E-6
night,8.081539079585694E-5,3.338500956645098E-4,0.002477490401872309,6.911818560562233E-4,8.221420872934809E-5,3.244614750667579E-5,7.461016190405134E-4,2.5082341392306017E-4,0.0011059493353000086,1.7761894696831102E-5
nine,2.867642899207827E-5,4.278923761333858E-4,3.4361864103638136E-6,8.019237003967232E-5,3.9149623204451475E-6,3.244614750667579E-5,2.0077817655243048E-4,2.0164235236951896E-4,1.283145637640894E-4,1.7761894696831102E-5
nixon,2.6069480901889334E-6,3.808712358989478E-4,3.779805051400195E-5,3.818684287603444E-6,3.9149623204451475E-6,3.244614750667579E-5,3.9907761018446064E-4,4.9181061553541216E-6,6.110217322099495E-6,1.7761894696831102E-5
nobodi,2.6069480901889334E-6,4.7021140234438E-6,7.215991461764009E-5,1.1837921291570675E-4,3.9541119436495986E-4,3.244614750667579E-5,2.50353034960438E-4,4.9181061553541216E-6,1.8941673698508435E-4,1.7761894696831102E-5
nomin,2.6069480901889334E-6,4.278923761333858E-4,1.0652177872127821E-4,5.384344845520855E-4,3.9149623204451475E-6,3.244614750667579E-5,2.9992789336844554E-4,1.0328022926243655E-4,6.721239054309445E-5,1.9538084166514214E-4
nomine,2.6069480901889334E-6,1.457655347267578E-4,7.215991461764009E-5,7.293686989322578E-4,3.9149623204451475E-6,3.244614750667579E-5,2.7266172124404146E-5,4.9181061553541216E-6,6.110217322099495E-6,9.058566295383861E-4
none,1.5902383350152493E-4,5.172325425788181E-5,3.4361864103638136E-6,2.3293974154381004E-4,3.9541119436495986E-4,3.244614750667579E-5,2.751404641644418E-4,1.5246129081597775E-4,1.283145637640894E-4,1.7761894696831102E-5
nonetheless,5.4745909893967604E-5,1.927866749611958E-4,3.4361864103638136E-6,3.818684287603444E-6,3.9149623204451475E-6,3.244614750667579E-5,1.7599074734842672E-4,5.409916770889534E-5,6.110217322099495E-6,1.7761894696831102E-5
nonprofit,5.4745909893967604E-5,1.457655347267578E-4,3.4361864103638136E-6,4.2005527163637885E-5,3.9149623204451475E-6,3.244614750667579E-5,2.4787429204003767E-6,3.491855370301426E-4,6.110217322099495E-6,1.7761894696831102E-5
nonsens,2.6069480901889334E-6,5.172325425788181E-5,3.4361864103638136E-6,3.818684287603444E-6,1.6051345513825102E-4,3.244614750667579E-5,7.684103053241167E-5,1.0328022926243655E-4,6.110217322099495E-6,1.7761894696831102E-5
noon,2.6069480901889334E-6,4.7021140234438E-6,3.8141669155038324E-4,4.2005527163637885E-5,3.9149623204451475E-6,3.244614750667579E-5,2.4787429204003767E-6,4.9181061553541216E-6,6.110217322099495E-6,1.7761894696831102E-5
nora,2.6069480901889334E-6,4.7021140234438E-6,5.875878761722121E-4,3.818684287603444E-6,3.9149623204451475E-6,3.244614750667579E-5,2.4787429204003767E-6,4.9181061553541216E-6,1.283145637640894E-4,1.7761894696831102E-5
normal,2.867642899207827E-5,4.7021140234438E-6,3.779805051400195E-5,1.1837921291570675E-4,2.779623247516054E-4,3.244614750667579E-5,2.4787429204003767E-6,3.983665985836838E-4,6.110217322099495E-6,1.7761894696831102E-5
north,5.50066047029865E-4,3.338500956645098E-4,3.779805051400195E-5,1.5656605579174117E-4,1.6051345513825102E-4,3.244614750667579E-5,0.0020598353668527126,3.491855370301426E-4,0.0014725623746259784,3.7299978863345314E-4
northern,2.6330175710908226E-4,1.927866749611958E-4,3.779805051400195E-5,3.818684287603444E-6,8.221420872934809E-5,3.244614750667579E-5,1.0162845973641542E-4,0.0030541439224749094,4.338254298690641E-4,1.7761894696831102E-5
norway,1.0688487169774627E-4,9.874439449231981E-5,7.215991461764009E-5,3.818684287603444E-6,1.2136383193379956E-4,3.244614750667579E-5,7.684103053241167E-5,4.9181061553541216E-6,6.110217322099495E-6,1.7761894696831102E-5
notabl,8.081539079585694E-5,1.457655347267578E-4,3.779805051400195E-5,3.818684287603444E-6,4.306458552489662E-5,3.244614750667579E-5,7.684103053241167E-5,1.0328022926243655E-4,6.721239054309445E-5,1.7761894696831102E-5
note,0.001019316703263873,5.689557968366998E-4,0.0017558912556959085,2.711265844198445E-4,3.9541119436495986E-4,3.244614750667579E-5,0.0010683381986925622,9.885393372261785E-4,4.94927603090059E-4,0.0017939513643799412
noth,1.5902383350152493E-4,2.868289554300718E-4,4.5014041975765954E-4,5.766213274281199E-4,0.001060954788840635,3.244614750667579E-5,4.982273270004757E-4,8.409961525655548E-4,1.8941673698508435E-4,1.7761894696831102E-5
notic,1.5902383350152493E-4,4.7021140234438E-6,3.12692963343107E-4,8.019237003967232E-5,3.9149623204451475E-6,3.244614750667579E-5,1.264158889404192E-4,5.409916770889534E-5,3.116210834270742E-4,1.7761894696831102E-5
notion,2.867642899207827E-5,9.874439449231981E-5,1.0652177872127821E-4,3.818684287603444E-6,1.2136383193379956E-4,3.244614750667579E-5,1.264158889404192E-4,5.409916770889534E-5,1.283145637640894E-4,1.7761894696831102E-5
notori,5.4745909893967604E-5,4.7021140234438E-6,3.779805051400195E-5,3.818684287603444E-6,8.221420872934809E-5,3.244614750667579E-5,5.205360132840791E-5,5.409916770889534E-5,2.5051891020607927E-4,1.7761894696831102E-5
novemb,1.329543525996356E-4,0.00103916719918108,1.4088364282491633E-4,8.439292275603611E-4,1.9966307834270249E-4,3.244614750667579E-5,3.4950275177645306E-4,3.983665985836838E-4,4.338254298690641E-4,1.7761894696831102E-5
nowakowski,2.6069480901889334E-6,9.874439449231981E-5,3.4361864103638136E-6,5.00247641676051E-4,3.9149623204451475E-6,3.244614750667579E-5,2.4787429204003767E-6,4.9181061553541216E-6,6.110217322099495E-6,1.7761894696831102E-5
nsc,2.6069480901889334E-6,4.7021140234438E-6,1.4088364282491633E-4,3.818684287603444E-6,3.9149623204451475E-6,3.244614750667579E-5,5.230147562044795E-4,4.9181061553541216E-6,6.110217322099495E-6,1.9538084166514214E-4
ntc,5.239965661279757E-4,4.7021140234438E-6,3.4361864103638136E-6,3.818684287603444E-6,3.9149623204451475E-6,3.244614750667579E-5,2.4787429204003767E-6,4.9181061553541216E-6,1.283145637640894E-4,1.7761894696831102E-5
nuclear,0.001175733588675209,4.7021140234438E-6,3.779805051400195E-5,4.2005527163637885E-5,0.0011784036584539894,3.244614750667579E-5,0.0024316468049127692,4.9181061553541216E-6,6.110217322099495E-6,5.506187356017642E-4
number,0.0011235946268714303,0.0013212940405877079,0.0011030158377267842,0.0012257976563207055,6.303089335916687E-4,3.244614750667579E-5,7.213141898365096E-4,0.001136082521886802,0.0015336645478469732,1.7761894696831102E-5
numer,2.6069480901889334E-6,5.172325425788181E-5,3.4361864103638136E-6,1.1837921291570675E-4,4.306458552489662E-5,3.244614750667579E-5,7.684103053241167E-5,4.9181061553541216E-6,1.8941673698508435E-4,1.7761894696831102E-5
nw,2.6069480901889334E-6,4.7021140234438E-6,1.4088364282491633E-4,3.818684287603444E-6,3.9149623204451475E-6,3.244614750667579E-5,2.4787429204003767E-6,4.9181061553541216E-6,6.110217322099495E-6,0.005879187144651095
ny,2.867642899207827E-5,4.7021140234438E-6,0.0010342921095195079,1.1837921291570675E-4,3.9149623204451475E-6,3.244614750667579E-5,1.264158889404192E-4,4.9181061553541216E-6,6.110217322099495E-6,0.001261094523475008
nyc,2.6069480901889334E-6,4.7021140234438E-6,2.7833109923946884E-4,4.2005527163637885E-5,4.306458552489662E-5,3.244614750667579E-5,2.4787429204003767E-6,4.9181061553541216E-6,6.110217322099495E-6,1.9538084166514214E-4
nyt,2.867642899207827E-5,4.7021140234438E-6,1.7524550692855445E-4,8.019237003967232E-5,4.306458552489662E-5,3.244614750667579E-5,1.0162845973641542E-4,1.5246129081597775E-4,6.721239054309445E-5,1.7761894696831102E-5
oak,2.6069480901889334E-6,4.7021140234438E-6,3.4361864103638136E-6,3.818684287603444E-6,8.221420872934809E-5,3.244614750667579E-5,2.4787429204003767E-6,0.0014311688912080492,6.110217322099495E-6,1.7761894696831102E-5
obama,0.001644984244909217,0.01044339524606868,1.7524550692855445E-4,0.008786792545775524,0.005054216355694685,3.244614750667579E-5,0.01038841157939798,0.0012836257065474256,8.004384691950338E-4,5.506187356017642E-4
object,7.586218942449796E-4,3.338500956645098E-4,1.4088364282491633E-4,5.766213274281199E-4,3.9541119436495986E-4,3.244614750667579E-5,2.9992789336844554E-4,2.5082341392306017E-4,6.110217322099495E-6,1.7761894696831102E-5
oblig,2.6330175710908226E-4,9.874439449231981E-5,1.0652177872127821E-4,3.818684287603444E-6,2.779623247516054E-4,3.244614750667579E-5,2.4787429204003767E-6,4.9181061553541216E-6,6.110217322099495E-6,1.7761894696831102E-5
obscur,2.6069480901889334E-6,4.278923761333858E-4,3.4361864103638136E-6,3.818684287603444E-6,8.221420872934809E-5,3.244614750667579E-5,2.4787429204003767E-6,1.0328022926243655E-4,6.110217322099495E-6,1.7761894696831102E-5
observ,3.1544071891286094E-4,3.338500956645098E-4,3.8141669155038324E-4,1.947528986677756E-4,2.779623247516054E-4,3.244614750667579E-5,1.7599074734842672E-4,1.0328022926243655E-4,6.110217322099495E-6,1.7761894696831102E-5
obsess,5.4745909893967604E-5,4.7021140234438E-6,3.4361864103638136E-6,4.2005527163637885E-5,1.9966307834270249E-4,3.244614750667579E-5,7.684103053241167E-5,4.9181061553541216E-6,6.110217322099495E-6,1.7761894696831102E-5
obstacl,1.0688487169774627E-4,4.7021140234438E-6,3.779805051400195E-5,3.818684287603444E-6,1.9966307834270249E-4,3.244614750667579E-5,2.7266172124404146E-5,1.0328022926243655E-4,6.110217322099495E-6,1.7761894696831102E-5
obstruct,2.6069480901889334E-6,4.7021140234438E-6,3.4361864103638136E-6,3.0931342729587893E-4,4.306458552489662E-5,3.244614750667579E-5,2.4787429204003767E-6,1.5246129081597775E-4,6.110217322099495E-6,1.7761894696831102E-5
obtain,1.8509331440341427E-4,1.927866749611958E-4,3.4361864103638136E-6,4.2005527163637885E-5,4.306458552489662E-5,3.244614750667579E-5,7.684103053241167E-5,1.5246129081597775E-4,6.721239054309445E-5,1.7761894696831102E-5
obviou,5.4745909893967604E-5,1.457655347267578E-4,3.779805051400195E-5,4.2005527163637885E-5,1.9966307834270249E-4,3.244614750667579E-5,1.264158889404192E-4,2.5082341392306017E-4,2.5051891020607927E-4,1.7761894696831102E-5
obvious,3.1544071891286094E-4,9.874439449231981E-5,1.7524550692855445E-4,3.4750027017191337E-4,1.6051345513825102E-4,3.244614750667579E-5,2.50353034960438E-4,4.9181061553541216E-6,3.7272325664806916E-4,1.7761894696831102E-5
occas,1.329543525996356E-4,1.457655347267578E-4,3.4361864103638136E-6,8.019237003967232E-5,3.171119479560569E-4,3.244614750667579E-5,1.5120331814442295E-4,4.9181061553541216E-6,6.110217322099495E-6,1.9538084166514214E-4
occup,5.4745909893967604E-5,4.7021140234438E-6,3.4361864103638136E-6,3.818684287603444E-6,8.260570496139261E-4,3.244614750667579E-5,2.4787429204003767E-6,1.5246129081597775E-4,6.110217322099495E-6,1.7761894696831102E-5
occupi,1.5902383350152493E-4,4.7021140234438E-6,3.4361864103638136E-6,1.1837921291570675E-4,8.260570496139261E-4,3.244614750667579E-5,2.4787429204003767E-6,5.409916770889534E-5,1.283145637640894E-4,1.7761894696831102E-5
occur,1.5902383350152493E-4,4.7021140234438E-6,7.215991461764009E-5,3.4750027017191337E-4,2.3881270154715395E-4,3.244614750667579E-5,1.7599074734842672E-4,4.9181061553541216E-6,3.7272325664806916E-4,1.7761894696831102E-5
octob,2.3723227620719292E-4,4.749135163678238E-4,2.096073710321926E-4,2.3293974154381004E-4,3.9149623204451475E-6,3.244614750667579E-5,5.230147562044795E-4,1.5246129081597775E-4,4.94927603090059E-4,1.9538084166514214E-4
odd,2.6069480901889334E-6,9.874439449231981E-5,1.7524550692855445E-4,3.4750027017191337E-4,4.306458552489662E-5,3.244614750667579E-5,5.205360132840791E-5,5.409916770889534E-5,6.110217322099495E-6,1.7761894696831102E-5
offend,2.6069480901889334E-6,4.7021140234438E-6,3.4361864103638136E-6,1.1837921291570675E-4,1.6051345513825102E-4,3.244614750667579E-5,1.0162845973641542E-4,4.9181061553541216E-6,6.110217322099495E-6,1.7761894696831102E-5
offens,5.4745909893967604E-5,5.172325425788181E-5,7.215991461764009E-5,1.5656605579174117E-4,1.9966307834270249E-4,3.244614750667579E-5,4.982273270004757E-4,1.0328022926243655E-4,3.116210834270742E-4,1.7761894696831102E-5
offer,6.543439706374224E-4,6.629980773055758E-4,0.0010342921095195079,9.96676599064499E-4,7.477578032050232E-4,3.244614750667579E-5,8.948261942645359E-4,6.93452967904931E-4,7.393362959740388E-4,1.7761894696831102E-5
offic,0.0017231926876148849,0.001462357461291022,0.003130365819841434,0.0023714029426017383,7.086081800005716E-4,3.244614750667579E-5,0.002035047937648709,6.442719063513899E-4,0.0035500362641398067,0.04317916600799641
offici,0.0024792076337696754,9.45124918712204E-4,7.593971966904028E-4,3.856871130479478E-4,0.001413301397680698,3.244614750667579E-5,0.004687302862477112,8.409961525655548E-4,0.0025112993193828924,0.006234425038587716
often,4.7185760432419697E-4,9.45124918712204E-4,7.215991461764009E-5,7.293686989322578E-4,5.520096871827657E-4,3.244614750667579E-5,7.461016190405134E-4,3.000044754766014E-4,2.5051891020607927E-4,1.7761894696831102E-5
ohio,2.6069480901889334E-6,8.040614980088899E-4,3.4361864103638136E-6,5.384344845520855E-4,3.9149623204451475E-6,3.244614750667579E-5,7.684103053241167E-5,5.409916770889534E-5,6.110217322099495E-6,1.7761894696831102E-5
oil,4.979270852260863E-4,4.7021140234438E-6,7.215991461764009E-5,3.4750027017191337E-4,1.2136383193379956E-4,3.244614750667579E-5,2.4787429204003767E-6,0.0013819878296545082,6.721239054309445E-5,1.7761894696831102E-5
ok,5.4745909893967604E-5,4.7021140234438E-6,0.001068653973623146,8.019237003967232E-5,3.9149623204451475E-6,3.244614750667579E-5,2.7266172124404146E-5,4.9181061553541216E-6,1.283145637640894E-4,1.9538084166514214E-4
okay,2.6069480901889334E-6,4.7021140234438E-6,2.7833109923946884E-4,3.818684287603444E-6,3.9149623204451475E-6,3.244614750667579E-5,1.264158889404192E-4,5.409916770889534E-5,6.110217322099495E-6,1.7761894696831102E-5
old,1.8509331440341427E-4,5.689557968366998E-4,1.4088364282491633E-4,4.2387395592398224E-4,3.5626157116050834E-4,3.244614750667579E-5,6.469519022244983E-4,3.491855370301426E-4,6.78234122753044E-4,1.7761894696831102E-5
older,1.0688487169774627E-4,1.457655347267578E-4,3.4361864103638136E-6,2.3293974154381004E-4,1.2136383193379956E-4,3.244614750667579E-5,5.205360132840791E-5,4.9181061553541216E-6,3.7272325664806916E-4,1.7761894696831102E-5
one,0.003391639465335802,0.004424689296060616,0.004401754791676045,0.005808218801444837,0.004232074268401204,3.244614750667579E-5,0.0059266743226773005,0.003300049230242615,0.005260897114327665,9.058566295383861E-4
ongo,1.8509331440341427E-4,4.7021140234438E-6,1.0652177872127821E-4,4.2005527163637885E-5,2.3881270154715395E-4,3.244614750667579E-5,2.7266172124404146E-5,1.0328022926243655E-4,1.8941673698508435E-4,1.7761894696831102E-5
onlin,2.6069480901889334E-6,0.00103916719918108,2.4396923513583072E-4,2.3293974154381004E-4,2.779623247516054E-4,0.0010058305727069497,7.684103053241167E-5,2.5082341392306017E-4,1.283145637640894E-4,1.7761894696831102E-5
onto,2.6069480901889334E-6,9.874439449231981E-5,7.215991461764009E-5,2.3293974154381004E-4,3.9149623204451475E-6,3.244614750667579E-5,2.7266172124404146E-5,5.409916770889534E-5,6.110217322099495E-6,1.7761894696831102E-5
op,8.081539079585694E-5,4.7021140234438E-6,0.0014466344787631654,4.2387395592398224E-4,3.9149623204451475E-6,3.244614750667579E-5,7.684103053241167E-5,4.9181061553541216E-6,1.8941673698508435E-4,0.001261094523475008
open,5.239965661279757E-4,4.7021140234438E-6,0.001068653973623146,5.766213274281199E-4,6.303089335916687E-4,3.244614750667579E-5,6.717393314285021E-4,5.950908447978486E-4,6.17131949532049E-4,5.506187356017642E-4
openli,5.4745909893967604E-5,4.278923761333858E-4,3.4361864103638136E-6,4.2005527163637885E-5,1.6051345513825102E-4,3.244614750667579E-5,1.0162845973641542E-4,4.9181061553541216E-6,6.721239054309445E-5,1.7761894696831102E-5
oper,0.0016710537258111061,6.629980773055758E-4,6.219497402758503E-4,7.675555418082922E-4,3.9541119436495986E-4,3.244614750667579E-5,0.0013409999199366037,9.393582756726372E-4,0.0014725623746259784,1.7761894696831102E-5
opinion,3.9364916161852893E-4,9.45124918712204E-4,1.4088364282491633E-4,3.0931342729587893E-4,4.737104407738628E-4,3.244614750667579E-5,5.478021854084833E-4,3.000044754766014E-4,6.721239054309445E-5,1.7761894696831102E-5
oppon,8.081539079585694E-5,1.927866749611958E-4,3.779805051400195E-5,3.856871130479478E-4,3.171119479560569E-4,3.244614750667579E-5,7.684103053241167E-5,4.967287216907662E-4,6.110217322099495E-6,1.7761894696831102E-5
opportun,0.0018014011303205527,1.927866749611958E-4,7.250353325867646E-4,2.3293974154381004E-4,4.737104407738628E-4,3.244614750667579E-5,3.247153225724493E-4,9.393582756726372E-4,1.283145637640894E-4,1.7761894696831102E-5
oppos,5.4745909893967604E-5,2.398078151956338E-4,3.779805051400195E-5,3.856871130479478E-4,3.9541119436495986E-4,3.244614750667579E-5,1.5120331814442295E-4,4.967287216907662E-4,6.110217322099495E-6,1.7761894696831102E-5
opposit,2.3723227620719292E-4,8.040614980088899E-4,3.4361864103638136E-6,5.766213274281199E-4,3.9541119436495986E-4,3.244614750667579E-5,5.230147562044795E-4,5.409916770889534E-5,4.338254298690641E-4,1.7761894696831102E-5
opt,2.867642899207827E-5,5.172325425788181E-5,1.4088364282491633E-4,4.2005527163637885E-5,3.9149623204451475E-6,3.244614750667579E-5,5.205360132840791E-5,5.409916770889534E-5,6.110217322099495E-6,1.7761894696831102E-5
optimist,5.4745909893967604E-5,4.7021140234438E-6,7.215991461764009E-5,8.019237003967232E-5,4.306458552489662E-5,3.244614750667579E-5,2.4787429204003767E-6,1.0328022926243655E-4,6.110217322099495E-6,1.7761894696831102E-5
option,1.329543525996356E-4,5.172325425788181E-5,2.4396923513583072E-4,8.439292275603611E-4,3.5626157116050834E-4,3.244614750667579E-5,3.247153225724493E-4,4.9181061553541216E-6,1.8941673698508435E-4,1.7761894696831102E-5
order,0.001175733588675209,0.001227251760118832,2.7833109923946884E-4,4.2387395592398224E-4,7.086081800005716E-4,3.244614750667579E-5,5.478021854084833E-4,3.000044754766014E-4,0.0013503580281839884,1.7761894696831102E-5
ordinari,5.4745909893967604E-5,9.874439449231981E-5,3.4361864103638136E-6,3.856871130479478E-4,1.9966307834270249E-4,3.244614750667579E-5,5.205360132840791E-5,1.0328022926243655E-4,6.721239054309445E-5,1.7761894696831102E-5
organ,0.0018796095730262208,0.001650442022228774,5.188641479649358E-4,4.6206079880001667E-4,0.0011001044120450864,3.244614750667579E-5,2.751404641644418E-4,0.0012344446449938844,9.837449888580188E-4,1.7761894696831102E-5
